Barcode,gtin14,barcode_format,Name,Brand,ingredients,Nutrition facts,Image url,Source,health_profile,category,net_quantity,provenance,source_url,images_available
602652270291,00602652270291,UPC-A,Caramel Almond & Sea Salt Nut Bar,KIND,"[""Almonds"", ""chicory root fiber"", ""honey"", ""glucose syrup"", ""cane sugar"", ""palm kernel oil"", ""rice flour"", ""milk powder"", ""sea salt"", ""carob powder"", ""soy lecithin"", ""natural flavor"", ""annatto extract""]","{""serving_size"": ""1 bar (40g)"", ""servings_per_container"": ""6"", ""calories"": ""170"", ""total_fat"": ""15g"", ""saturated_fat"": ""3g"", ""trans_fat"": ""0g"", ""polyunsaturated_fat"": ""3.5g"", ""monounsaturated_fat"": ""9g"", ""cholesterol"": ""0mg"", ""sodium"": ""125mg"", ""total_carbohydrate"": ""16g"", ""dietary_fiber"": ""7g"", ""total_sugars"": ""5g"", ""added_sugars"": ""4g"", ""sugar_alcohol"": ""0g"", ""protein"": ""6g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""73mg"", ""iron"": ""1mg"", ""potassium"": ""187mg""}",withheld_for_review,US-retailer-1,healthy,caramels,"7,4 oz",own-photography,,yes
016000149458,00016000149458,UPC-A,Crispy Creamy Wafer Peanut Butter Wafer Bars,Nature Valley,"[""Peanut Butter (peanuts, salt)"", ""Sugar"", ""Palm and Palm Kernel Oil"", ""Whole Grain Wheat Flour"", ""Whole Grain Oats"", ""Maltodextrin"", ""Partially Defatted Peanut Flour"", ""Peanut Flour"", ""Peanuts"", ""Salt"", ""Nonfat Milk"", ""Corn Starch"", ""Honey"", ""Soy Lecithin"", ""Baking Soda"", ""Natural Flavor""]","{""servings_per_container"": ""5"", ""serving_size"": ""1 bar (36g)"", ""calories"": ""200"", ""total_fat"": ""12g"", ""saturated_fat"": ""5g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""160mg"", ""total_carbohydrate"": ""18g"", ""dietary_fiber"": ""2g"", ""total_sugars"": ""8g"", ""added_sugars"": ""7g"", ""protein"": ""4g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""0mg"", ""iron"": ""0.6mg"", ""potassium"": ""130mg""}",withheld_for_review,US-retailer-1,better-for-you,cereal-bars-with-nuts,6.5 oz (184 g),own-photography,,yes
034856822653,00034856822653,UPC-A,Fruit Snacks Variety Pack (Fruit Punch & Berries 'N Cherries),Welch's,"[""Fruit Punch Ingredients: Whole Fruit Puree (Grape, Apple, Orange, Cherry and Pineapple)"", ""Corn Syrup"", ""Sugar"", ""Modified Corn Starch"", ""Gelatin"", ""Citric Acid (Acidulant)"", ""Lactic Acid"", ""Natural and Artificial Flavors"", ""Ascorbic Acid (Vitamin C)"", ""Alpha Tocopherol Acetate (Vitamin E)"", ""Vitamin A Palmitate"", ""Carnauba Wax"", ""Annatto (Color)"", ""Turmeric (Color)"", ""Anthocyanin (Color)"", ""Fruit and Vegetable Juice (Color)"", ""Berries 'N Cherries Ingredients: Whole Fruit Puree (Grape, Peach, Strawberry, Raspberry, Blackberry, Blueberry and Cherry)"", ""Corn Syrup"", ""Sugar"", ""Modified Corn Starch"", ""Gelatin"", ""Citric Acid (Acidulant)"", ""Lactic Acid"", ""Natural and Artificial Flavors"", ""Ascorbic Acid (Vitamin C)"", ""Alpha Tocopherol Acetate (Vitamin E)"", ""Vitamin A Palmitate"", ""Carnauba Wax"", ""Annatto (Color)"", ""Turmeric (Color)"", ""Fruit and Vegetable Juice (Color)""]","{""serving_size"": ""1 pouch (22.7g)"", ""servings_per_container"": ""22"", ""calories"": ""70"", ""total_fat"": ""0g"", ""sodium"": ""0mg"", ""total_carbohydrate"": ""17g"", ""total_sugars"": ""10g"", ""added_sugars"": ""8g"", ""protein"": ""1g"", ""vitamin_a"": ""230mcg"", ""vitamin_c"": ""23mg"", ""vitamin_e"": ""3.8mg""}",withheld_for_review,US-retailer-1,better-for-you,snacks,"1.1 lb, 0.5 kg",own-photography,,yes
884912006813,00884912006813,UPC-A,Honey Bunches of Oats with Almonds,Post,"[""Corn"", ""Whole Grain Wheat"", ""Sugar"", ""Whole Grain Rolled Oats"", ""Almonds"", ""Rice"", ""Canola and/or Soybean Oil"", ""Wheat Flour"", ""Malted Barley Flour"", ""Corn Syrup"", ""Salt"", ""Molasses"", ""Honey"", ""Caramel Color"", ""Barley Malt Extract"", ""Cinnamon"", ""Natural and Artificial Flavor"", ""Annatto Extract (color)"", ""BHT added to preserve freshness"", ""Reduced Iron"", ""Niacinamide (Vitamin B3)"", ""Vitamin A Palmitate"", ""Pyridoxine Hydrochloride (Vitamin B6)"", ""Zinc Oxide"", ""Thiamin Mononitrate (Vitamin B1)"", ""Riboflavin (Vitamin B2)"", ""Folic Acid"", ""Vitamin B12""]","{""servings_per_container"": ""About 16 servings per container"", ""serving_size"": ""1 cup (42g)"", ""calories"": ""170"", ""total_fat"": ""3g"", ""saturated_fat"": ""0g"", ""trans_fat"": ""0g"", ""polyunsaturated_fat"": ""0.5g"", ""monounsaturated_fat"": ""1.5g"", ""cholesterol"": ""0mg"", ""sodium"": ""180mg"", ""total_carbohydrate"": ""33g"", ""dietary_fiber"": ""2g"", ""total_sugars"": ""9g"", ""added_sugars"": ""8g"", ""protein"": ""3g"", ""vitamin_d"": ""2mcg"", ""calcium"": ""10mg"", ""iron"": ""16.2mg"", ""potassium"": ""90mg"", ""vitamin_a"": ""40%"", ""thiamin"": ""40%"", ""riboflavin"": ""35%"", ""niacin"": ""40%"", ""vitamin_b6"": ""40%"", ""folate"": ""400mcg DFE (240mcg folic acid)"", ""vitamin_b12"": ""100%"", ""phosphorus"": ""6%"", ""magnesium"": ""6%"", ""zinc"": ""10%""}",withheld_for_review,US-retailer-1,better-for-you,cereals-and-their-products,~672 g,own-photography,,yes
817946020807,00817946020807,UPC-A,"Fruit Splits - Apple, Pear, Strawberry",BEAR,"[""Apples"", ""Pears"", ""Strawberries"", ""Black carrot juice (color)""]","{""serving_size"": ""1 pack (20g)"", ""servings_per_container"": ""5"", ""calories"": ""50"", ""total_fat"": ""0g"", ""saturated_fat"": ""0g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""0mg"", ""total_carbohydrate"": ""12g"", ""dietary_fiber"": ""2g"", ""total_sugars"": ""9g"", ""added_sugars"": ""0g"", ""protein"": ""0g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""5mg"", ""iron"": ""0.2mg"", ""potassium"": ""125mg""}",withheld_for_review,US-retailer-1,healthy,fruit-snacks,~100 g,own-photography,,yes
038000222559,00038000222559,UPC-A,Frosted Blueberry Toaster Pastries,Pop-Tarts,"[""Enriched flour (wheat flour, niacin, reduced iron, vitamin B1 [thiamin mononitrate], vitamin B2 [riboflavin], folic acid)"", ""corn syrup"", ""high fructose corn syrup"", ""dextrose"", ""sugar"", ""soybean and palm oil (with TBHQ for freshness)"", ""bleached wheat flour"", ""wheat starch"", ""salt"", ""dried blueberries"", ""dried grapes"", ""leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate)"", ""dried apples"", ""citric acid"", ""modified wheat starch"", ""gelatin"", ""yellow corn flour"", ""natural and artificial flavor"", ""xanthan gum"", ""soy lecithin"", ""caramel color"", ""cornstarch"", ""turmeric extract color"", ""red 40"", ""blue 2"", ""blue 1"", ""color added""]","{""servings_per_container"": ""4"", ""serving_size"": ""2 Pastries (96g)"", ""calories"": ""370"", ""total_fat"": ""8g"", ""saturated_fat"": ""2.5g"", ""trans_fat"": ""0g"", ""polyunsaturated_fat"": ""3g"", ""monounsaturated_fat"": ""1.5g"", ""cholesterol"": ""0mg"", ""sodium"": ""310mg"", ""total_carbohydrate"": ""71g"", ""dietary_fiber"": ""1g"", ""total_sugars"": ""30g"", ""added_sugars"": ""30g"", ""protein"": ""4g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""0mg"", ""iron"": ""1.4mg"", ""potassium"": ""40mg"", ""thiamin"": ""4%"", ""riboflavin"": ""10%"", ""niacin"": ""10%"", ""folate"": ""40mcg DFE""}",withheld_for_review,US-retailer-1,unhealthy,pastries,384g,own-photography,,yes
016000125421,00016000125421,UPC-A,Apple Cinnamon Cheerios,General Mills,"[""Whole Grain Oats"", ""Sugar"", ""Corn Starch"", ""Apple Puree Concentrate"", ""Corn Syrup"", ""Canola and/or Sunflower Oil"", ""Refiner's Syrup"", ""Salt"", ""Cinnamon"", ""Trisodium Phosphate"", ""Vitamin E (mixed tocopherols)"", ""Calcium Carbonate"", ""Vitamin C (sodium ascorbate)"", ""Iron and Zinc (mineral nutrients)"", ""A B Vitamin (niacinamide)"", ""Vitamin B6 (pyridoxine hydrochloride)"", ""Vitamin B1 (thiamin mononitrate)"", ""Vitamin A (palmitate)"", ""Vitamin B2 (riboflavin)"", ""A B Vitamin (folic acid)"", ""Vitamin B12"", ""Vitamin D3""]","{""serving_size"": ""1 cup (37g)"", ""servings_per_container"": ""About 8"", ""calories"": ""140"", ""total_fat"": ""2g"", ""saturated_fat"": ""0g"", ""trans_fat"": ""0g"", ""polyunsaturated_fat"": ""0.5g"", ""monounsaturated_fat"": ""1g"", ""cholesterol"": ""0mg"", ""sodium"": ""150mg"", ""total_carbohydrate"": ""30g"", ""dietary_fiber"": ""3g"", ""soluble_fiber"": ""1g"", ""total_sugars"": ""12g"", ""added_sugars"": ""12g"", ""protein"": ""3g"", ""vitamin_d"": ""4mcg (20% DV)"", ""calcium"": ""130mg (10% DV)"", ""iron"": ""3.6mg (20% DV)"", ""potassium"": ""0mg (0% DV)"", ""vitamin_a"": ""10% DV"", ""vitamin_c"": ""10% DV"", ""thiamin"": ""20% DV"", ""riboflavin"": ""10% DV"", ""niacin"": ""10% DV"", ""vitamin_b6"": ""20% DV"", ""folate"": ""20% DV (45mcg folic acid)"", ""vitamin_b12"": ""20% DV"", ""zinc"": ""20% DV""}",withheld_for_review,US-retailer-1,better-for-you,extruded-cereals,11oz,own-photography,,yes
021130465101,00021130465101,UPC-A,Pure Grade A Maple Syrup Amber Color Rich Taste,Signature SELECT,"[""MAPLE SYRUP""]","{""serving_size"": ""2 tbsp (30mL)"", ""servings_per_container"": ""About 12"", ""calories"": ""110"", ""total_fat"": ""0g"", ""saturated_fat"": ""0g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""0mg"", ""total_carbohydrate"": ""26g"", ""dietary_fiber"": ""0g"", ""total_sugars"": ""26g"", ""added_sugars"": ""26g"", ""protein"": ""0g"", ""vitamin_d"": ""0%"", ""calcium"": ""0%"", ""iron"": ""0%"", ""potassium"": ""0%""}",withheld_for_review,US-retailer-1,better-for-you,maple-syrups,~360 mL,own-photography,,yes
079893124858,00079893124858,UPC-A,"100% Pure Maple Syrup, Grade A Amber Color Rich Taste",O Organics,"[""ORGANIC MAPLE SYRUP""]","{""serving_size"": ""2 tbsp (30mL)"", ""servings_per_container"": ""About 32"", ""calories"": ""110"", ""total_fat"": ""0g"", ""sodium"": ""0mg"", ""total_carbohydrate"": ""27g"", ""total_sugars"": ""24g"", ""added_sugars"": ""24g"", ""protein"": ""0g"", ""calcium"": ""30mg"", ""potassium"": ""90mg""}",withheld_for_review,US-retailer-1,better-for-you,amber-maple-syrups,32 FL oz (946 mL),own-photography,,yes
041449001104,00041449001104,UPC-A,Light & Fluffy Buttermilk Complete Pancake Mix,Krusteaz,"[""Enriched bleached flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid)"", ""sugar"", ""dextrose"", ""leavening (baking soda, sodium aluminum phosphate, monocalcium phosphate)"", ""salt"", ""food starch-modified"", ""soybean oil"", ""buttermilk""]","{""serving_size"": ""1/2 cup mix (59g)"", ""servings_per_container"": ""about 15"", ""calories"": ""210"", ""total_fat"": ""1g"", ""saturated_fat"": ""0g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""650mg"", ""total_carbohydrate"": ""45g"", ""dietary_fiber"": ""< 1g"", ""total_sugars"": ""10g"", ""added_sugars"": ""9g"", ""protein"": ""4g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""80mg"", ""iron"": ""2mg"", ""potassium"": ""50mg""}",withheld_for_review,US-retailer-1,better-for-you,soft-cake-filled-with-fruits,907 gr,own-photography,,yes
030000579961,00030000579961,UPC-A,Fiber Instant Oatmeal Apples & Cinnamon,Quaker,"[""WHOLE GRAIN OATS"", ""CHICORY ROOT EXTRACT"", ""SUGAR"", ""DRIED APPLES"", ""NATURAL FLAVORS"", ""CINNAMON"", ""SALT""]","{""serving_size"": ""1 packet (45g)"", ""servings_per_container"": ""8"", ""calories"": ""160"", ""total_fat"": ""2g"", ""saturated_fat"": ""0.5g"", ""trans_fat"": ""0g"", ""polyunsaturated_fat"": ""0.5g"", ""monounsaturated_fat"": ""0.5g"", ""cholesterol"": ""0mg"", ""sodium"": ""125mg"", ""total_carbohydrate"": ""35g"", ""dietary_fiber"": ""10g"", ""soluble_fiber"": ""8g"", ""total_sugars"": ""9g"", ""added_sugars"": ""7g"", ""protein"": ""4g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""20mg"", ""iron"": ""1.1mg"", ""potassium"": ""120mg"", ""thiamin"": ""0.12mg"", ""phosphorus"": ""120mg"", ""magnesium"": ""40mg""}",withheld_for_review,US-retailer-1,better-for-you,rolled-oats,360g,own-photography,,yes
810220830543,00810220830543,UPC-A,Teriyaki Garlic Chicken,GEN,"[""CHICKEN"", ""SAUCE (WATER, SUGAR, SOY SAUCE [WATER, WHEAT, SOYBEANS, SALT, SODIUM BENZOATE (PRESERVATIVE)], GARLIC, KIWI, SALT, ONION, RICE COOKING WINE [WATER, RICE, WHEAT, SALT, CARAMEL], MONOSODIUM GLUTAMATE, GINGER, PURE SESAME OIL, SPICES, POTASSIUM SORBATE)"", ""SAUCE (GARLIC, VEGETABLE OIL, SOY SAUCE [WATER, WHEAT, SOYBEANS, SALT, SODIUM BENZOATE (PRESERVATIVE)], SUGAR, RICE COOKING WINE [WATER, RICE, WHEAT, SALT, CARAMEL], SEA SALT, MONOSODIUM GLUTAMATE, KIWI, ONION, GINGER, 100% EXPELLER PRESSED SESAME OIL, SPICES, POTASSIUM SORBATE)""]","{""servings_per_container"": ""3.5"", ""calories"": ""220"", ""total_fat"": ""14g"", ""saturated_fat"": ""2.5g"", ""trans_fat"": ""0g"", ""cholesterol"": ""70mg"", ""sodium"": ""680mg"", ""total_carbohydrate"": ""8g"", ""dietary_fiber"": ""0g"", ""total_sugars"": ""6g"", ""added_sugars"": ""6g"", ""protein"": ""13g"", ""vitamin_d"": ""0mg"", ""calcium"": ""10mg"", ""iron"": ""0.6mg"", ""potassium"": ""230mg""}",withheld_for_review,US-retailer-1,better-for-you,frozen-foods,,own-photography,,yes
021130110421,00021130110421,UPC-A,Turkey Meatballs Heat & Serve,Signature SELECT,"[""TURKEY"", ""WATER"", ""ONIONS"", ""MECHANICALLY SEPARATED TURKEY"", ""TEXTURED SOY FLOUR"", ""BREAD CRUMBS (WHEAT FLOUR, SALT)"", ""DEHYDRATED ONIONS"", ""GARLIC POWDER"", ""MALTODEXTRIN"", ""NATURAL FLAVORS"", ""SALT"", ""SOY PROTEIN CONCENTRATE"", ""SPICES"", ""SUGAR"", ""SODIUM PHOSPHATE""]","{""serving_size"": ""3 meatballs (85g)"", ""servings_per_container"": ""8"", ""calories"": ""140"", ""total_fat"": ""9g"", ""saturated_fat"": ""2.5g"", ""trans_fat"": ""0g"", ""cholesterol"": ""50mg"", ""sodium"": ""590mg"", ""total_carbohydrate"": ""6g"", ""dietary_fiber"": ""2g"", ""total_sugars"": ""1g"", ""added_sugars"": ""1g"", ""protein"": ""14g"", ""vitamin_d"": ""0.2mcg"", ""calcium"": ""50mg"", ""iron"": ""1.6mg"", ""potassium"": ""240mg""}",withheld_for_review,US-retailer-1,better-for-you,frozen-meats,~680 g,own-photography,,yes
021130095353,00021130095353,UPC-A,Garlic Toast Original,Signature SELECT,"[""ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID)"", ""MALTED BARLEY FLOUR"", ""WATER"", ""SOYBEAN OIL"", ""SALT"", ""SUGAR"", ""CORN MEAL"", ""YEAST"", ""WHEAT GLUTEN"", ""DEXTROSE"", ""ASCORBIC ACID"", ""MICROBIAL ENZYMES"", ""CORN PROTEIN"", ""VEGETABLE OIL BLEND (SOYBEAN, PALM)"", ""CRUSHED GARLIC"", ""ONION POWDER"", ""NATURAL FLAVORS"", ""SWEET CREAM BUTTERMILK"", ""MONO- AND DIGLYCERIDES"", ""SPICE"", ""SUNFLOWER LECITHIN"", ""NATURAL GARLIC FLAVOR"", ""LACTIC ACID"", ""BETA-CAROTENE (COLOR)""]","{""serving_size"": ""1 slice (40g)"", ""servings_per_container"": ""8"", ""calories"": ""150"", ""total_fat"": ""9g"", ""saturated_fat"": ""1.5g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""220mg"", ""total_carbohydrate"": ""15g"", ""dietary_fiber"": ""<1g"", ""total_sugars"": ""<1g"", ""added_sugars"": ""0g"", ""protein"": ""3g"", ""vitamin_d"": ""0.1mcg"", ""calcium"": ""10mg"", ""iron"": ""1mg"", ""potassium"": ""30mg""}",withheld_for_review,US-retailer-1,better-for-you,frozen-foods,~320 g,own-photography,,yes
021130109494,00021130109494,UPC-A,Italian Inspired Ravioli Beef,Signature SELECT,"[""ENRICHED WHEAT FLOUR (SEMOLINA FLOUR [NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID])"", ""WATER"", ""COOKED BEEF CRUMBLES (BEEF, WATER, SALT, SPICES)"", ""CHEESE BLEND (RICOTTA CHEESE [MILK, WHEY, SKIM MILK, AND/OR CREAM, VINEGAR, SALT, XANTHAN GUM, LOCUST BEAN GUM, GUAR GUM])"", ""ROMANO CHEESE [COW AND/OR SHEEP'S MILK, CULTURES, SALT, ENZYMES])"", ""WHEAT FLOUR"", ""SPINACH"", ""ONION"", ""MARINARA SAUCE (TOMATOES, SUGAR, SEA SALT, EXTRA VIRGIN OLIVE OIL, SUNFLOWER OIL, ONION POWDER, GARLIC POWDER, SPICES, NATURAL FLAVOR, CITRIC ACID)"", ""EGGS"", ""PARSLEY"", ""SALT"", ""BEEF BASE (OVEN ROASTED BEEF WITH NATURAL JUICES, SALT, MALTODEXTRIN [FROM CORN], SUGAR, YEAST EXTRACT, ONION POWDER, CARAMEL COLOR, VEGETABLE OIL [CORN, SOY, CANOLA], NATURAL FLAVORING)"", ""CARAMEL COLOR"", ""GARLIC POWDER"", ""BLACK PEPPER"", ""TURMERIC (COLOR)""]","{""serving_size"": ""10 pieces (136g)"", ""servings_per_container"": ""About 5"", ""calories"": ""270"", ""total_fat"": ""6g"", ""saturated_fat"": ""2.5g"", ""trans_fat"": ""0g"", ""cholesterol"": ""20mg"", ""sodium"": ""380mg"", ""total_carbohydrate"": ""41g"", ""dietary_fiber"": ""2g"", ""total_sugars"": ""0g"", ""added_sugars"": ""0g"", ""protein"": ""11g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""60mg"", ""iron"": ""1mg"", ""potassium"": ""180mg""}",withheld_for_review,US-retailer-1,healthy,ravioli,145 g,own-photography,,yes
075278905630,00075278905630,UPC-A,Uncooked Boneless & Skinless Chicken Breast Fillets with Rib Meat,Foster Farms,"[""BONELESS & SKINLESS CHICKEN BREASTS WITH RIB MEAT"", ""WATER"", ""KOSHER SALT""]","{""serving_size"": ""4 oz (112g)"", ""servings_per_container"": ""10"", ""calories"": ""110"", ""total_fat"": ""2.5g"", ""saturated_fat"": ""0.5g"", ""trans_fat"": ""0g"", ""cholesterol"": ""70mg"", ""sodium"": ""260mg"", ""total_carbohydrate"": ""0g"", ""dietary_fiber"": ""0g"", ""total_sugars"": ""0g"", ""added_sugars"": ""0g"", ""protein"": ""22g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""0mg"", ""iron"": ""0.4mg"", ""potassium"": ""330mg""}",withheld_for_review,US-retailer-1,healthy,frozen-poultry,~1120 g,own-photography,,yes
073202892018,00073202892018,UPC-A,Beef & Cheese Burrito,José Olé,"[""Enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid)"", ""Water"", ""Soybean oil"", ""Corn flour"", ""Salt"", ""Dough conditioner (whey, l-cysteine hydrochloride)"", ""Guar gum"", ""Sodium stearoyl lactylate"", ""Leavening (sodium bicarbonate, corn starch, sodium aluminum sulfate, calcium sulfate, monocalcium phosphate)"", ""Beef (beef, ground beef)"", ""Green chile peppers (green chiles, citric acid)"", ""Cheddar cheese (pasteurized milk, cheese cultures, salt, enzymes, annatto)"", ""Onions"", ""Monterey jack cheese (pasteurized milk, cheese cultures, salt, enzymes)"", ""Tomato paste"", ""Green bell peppers"", ""Long grain enriched parboiled rice (enriched with niacin, iron, thiamine mononitrate, riboflavin, folic acid)"", ""Textured vegetable protein (soy flour, caramel color)"", ""Flavor (beef stock powder, salt, sugar, natural flavor, thiamin hydrochloride)"", ""Textured wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid)"", ""Caramel color"", ""Zinc oxide"", ""Niacinamide"", ""Ferrous sulfate"", ""Copper gluconate"", ""Vitamin a palmitate"", ""Calcium pantothenate"", ""Thiamine mononitrate"", ""Pyridoxine hydrochloride"", ""Riboflavin"", ""Cyanocobalamin"", ""Spice"", ""Modified food starch""]","{""serving_size"": ""1 Burrito (142g)"", ""servings_per_container"": ""1"", ""calories"": ""350"", ""calories_from_fat"": ""140"", ""total_fat"": ""15g"", ""total_fat_daily_value"": ""23%"", ""saturated_fat"": ""5g"", ""saturated_fat_daily_value"": ""25%"", ""trans_fat"": ""0.5g"", ""cholesterol"": ""25mg"", ""cholesterol_daily_value"": ""8%"", ""sodium"": ""670mg"", ""sodium_daily_value"": ""28%"", ""total_carbohydrate"": ""41g"", ""total_carbohydrate_daily_value"": ""14%"", ""dietary_fiber"": ""2g"", ""dietary_fiber_daily_value"": ""8%"", ""sugars"": ""1g"", ""protein"": ""12g"", ""vitamin_a_daily_value"": ""10%"", ""vitamin_c_daily_value"": ""2%"", ""calcium_daily_value"": ""8%"", ""iron_daily_value"": ""15%""}",withheld_for_review,US-retailer-1,unhealthy,frozen-foods,5oz (142g),own-photography,,yes
042272002658,00042272002658,UPC-A,Light in Sodium Mexican Casserole Bowl,Amy's,"[""FILTERED WATER"", ""ORGANIC CORN"", ""ORGANIC CORN MASA (ORGANIC STONEGROUND CORN FLOUR, TRACE OF LIME)"", ""ORGANIC BLACK BEANS"", ""MONTEREY JACK CHEESE (PASTEURIZED MILK, CULTURE, SALT, ENZYMES [WITHOUT ANIMAL ENZYMES OR RENNET])"", ""OLIVES"", ""ORGANIC TOMATO PUR\u00c9E"", ""ORGANIC EXPELLER PRESSED HIGH OLEIC SAFFLOWER AND/OR SUNFLOWER OIL"", ""ORGANIC YELLOW ONIONS"", ""ORGANIC SWEET RICE FLOUR"", ""SPICES"", ""ORGANIC GARLIC"", ""SEA SALT"", ""ORGANIC CILANTRO""]","{""serving_size"": ""1 bowl (269g)"", ""servings_per_container"": ""1"", ""calories"": ""370"", ""total_fat"": ""16g"", ""saturated_fat"": ""5g"", ""trans_fat"": ""0g"", ""cholesterol"": ""20mg"", ""sodium"": ""370mg"", ""total_carbohydrate"": ""46g"", ""dietary_fiber"": ""6g"", ""total_sugars"": ""4g"", ""added_sugars"": ""0g"", ""protein"": ""13g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""260mg"", ""iron"": ""3.4mg"", ""potassium"": ""400mg""}",withheld_for_review,US-retailer-1,better-for-you,frozen-foods,~269 g,own-photography,,yes
072655405097,00072655405097,UPC-A,Café Steamers Barbecue Seasoned Steak with Potatoes,Healthy Choice,"[""RUSSET POTATOES"", ""SEASONED COOKED BEEF STEAK AND BINDER PRODUCT (BEEF, WATER, CONTAINS 2% OR LESS OF: CARAMEL COLOR, DEXTROSE, SEASONING [NATURAL FLAVOR, SALT, MALTODEXTRIN, DRIED WHEY, DRIED CAULIFLOWER, SESAME OIL], MODIFIED CORN STARCH, POTASSIUM CHLORIDE, POTASSIUM PHOSPHATE, SALT, SODIUM PHOSPHATES, SPICE EXTRACTIVES)"", ""WATER"", ""CORN"", ""GREEN AND RED BELL PEPPERS"", ""ONIONS"", ""MOLASSES"", ""TOMATO PASTE"", ""BARBEQUE SEASONING (BROWN SUGAR, SUGAR, MOLASSES, WORCESTERSHIRE SAUCE POWDER [CORN SYRUP, SALT, CARAMEL COLOR, GARLIC, SUGAR, SPICES, SOY SAUCE SOLIDS {FERMENTED WHEAT AND SOYBEAN, SALT, MALTODEXTRIN, CARAMEL COLOR}, PALM OIL, TAMARIND, NATURAL FLAVOR], MALTODEXTRIN, SODIUM DIACETATE, SPICES INCLUDING PAPRIKA AND TURMERIC, NATURAL SMOKE FLAVOR [CONTAINS MALTODEXTRIN], CITRIC ACID, LACTOSE, DEHYDRATED ONION AND GARLIC)"", ""CONTAINS 2% OR LESS OF: SUGAR"", ""SALTED WHISKEY (WHISKEY, SALT)"", ""MODIFIED CORN STARCH"", ""RED WINE VINEGAR"", ""SALT"", ""NATURAL MESQUITE SMOKE FLAVOR"", ""POTASSIUM CHLORIDE"", ""GARLIC POWDER""]","{""serving_size"": ""1 meal (269g)"", ""servings_per_container"": ""1"", ""calories"": ""300"", ""total_fat"": ""4g"", ""saturated_fat"": ""1.5g"", ""trans_fat"": ""0g"", ""polyunsaturated_fat"": ""1g"", ""monounsaturated_fat"": ""1.5g"", ""cholesterol"": ""35mg"", ""sodium"": ""450mg"", ""total_carbohydrate"": ""49g"", ""dietary_fiber"": ""4g"", ""total_sugars"": ""16g"", ""added_sugars"": ""16g"", ""protein"": ""16g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""90mg"", ""iron"": ""3.7mg"", ""potassium"": ""1220mg"", ""vitamin_a"": ""0%"", ""vitamin_c"": ""15%""}",withheld_for_review,US-retailer-1,better-for-you,vegetables-based-foods,~269 g,own-photography,,yes
013800103215,00013800103215,UPC-A,Classic Lasagna with Meat & Sauce,Stouffer's,"[""TOMATO PUREE (WATER, TOMATO PASTE)"", ""COOKED PASTA (WATER, SEMOLINA WHEAT FLOUR)"", ""WATER"", ""COOKED BEEF"", ""LOW-MOISTURE PART-SKIM MOZZARELLA CHEESE (CULTURED PART-SKIM MILK, SALT, ENZYMES)"", ""PART-SKIM MOZZARELLA CHEESE AND MODIFIED FOOD STARCH (PART-SKIM MOZZARELLA CHEESE [CULTURED MILK, SALT, ENZYMES], MODIFIED FOOD STARCH, SKIM MILK)"", ""2% OR LESS OF MODIFIED FOOD STARCH"", ""SOY SAUCE (WATER, SOYBEANS, WHEAT, SALT)"", ""WHEAT FLOUR"", ""DRIED ONIONS"", ""SALT"", ""SUGAR"", ""PARMESAN CHEESE (CULTURED MILK, SALT, ENZYMES)"", ""SPICES"", ""GARLIC POWDER""]","{""serving_size"": ""1 Package (297g)"", ""servings_per_container"": ""1"", ""calories"": ""360"", ""total_fat"": ""12g"", ""saturated_fat"": ""6g"", ""trans_fat"": ""0.5g"", ""cholesterol"": ""40mg"", ""sodium"": ""1050mg"", ""total_carbohydrate"": ""41g"", ""dietary_fiber"": ""3g"", ""total_sol_sugars"": ""7g"", ""added_sugars"": ""1g"", ""protein"": ""21g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""260mg"", ""iron"": ""1.9mg"", ""potassium"": ""640mg""}",withheld_for_review,US-retailer-1,unhealthy,pasta-dishes,297g,own-photography,,yes
