Barcode,gtin14,barcode_format,Name,Brand,ingredients,Nutrition facts,Image url,Source,health_profile,category,net_quantity,provenance,source_url,images_available
072554001543,00072554001543,UPC-A,The Original Champion Vanilla,Drumstick,"[""SKIM MILK"", ""SUGAR"", ""PEANUTS"", ""COCONUT OIL"", ""CORN SYRUP"", ""BLEACHED WHEAT FLOUR"", ""WHEY"", ""PALM OLEIN"", ""COCOA"", ""PALM OIL AND/OR SOYBEAN OIL"", ""SOY LECITHIN"", ""CREAM"", ""GUAR GUM"", ""MONOGLYCERIDES"", ""SALT"", ""CAROB BEAN GUM"", ""NATURAL FLAVOR"", ""MILK"", ""ANNATTO COLOR""]","{""serving_size"": ""1 Drumstick (90g)"", ""servings_per_container"": ""8"", ""calories"": ""280"", ""total_fat"": ""15g"", ""saturated_fat"": ""9g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""90mg"", ""total_carbohydrate"": ""34g"", ""dietary_fiber"": ""1g"", ""total_sugars"": ""21g"", ""added_sugars"": ""17g"", ""protein"": ""4g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""60mg"", ""iron"": ""1mg"", ""potassium"": ""200mg""}",withheld_for_review,US-retailer-1,unhealthy,frozen-desserts,~720 g,own-photography,,yes
072554276569,00072554276569,UPC-A,Oreo Frozen Dairy Dessert Bars,OREO,"[""SKIM MILK"", ""OREO COOKIE PIECES (ENRICHED WHEAT FLOUR [WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], SUGAR, PALM OIL, SOYBEAN AND/OR CANOLA OIL, COCOA PROCESSED WITH ALKALI, BLEACHED WHEAT FLOUR, INVERT SUGAR, BAKING SODA, CALCIUM PHOSPHATE, SOY LECITHIN, SALT, CHOCOLATE, NATURAL AND ARTIFICIAL FLAVOR, CORN SYRUP, CORN FLOUR)"", ""SUGAR"", ""COCONUT OIL"", ""CORN SYRUP"", ""SOYBEAN OIL"", ""WHEY"", ""CREAM"", ""SOY LECITHIN"", ""POLYGLYCEROL POLYRICINOLEATE ACID"", ""GUAR GUM"", ""MONOGLYCERIDES"", ""CAROB BEAN GUM"", ""NATURAL FLAVOR""]","{""serving_size"": ""1 Bar (56g)"", ""servings_per_container"": ""5"", ""calories_per_serving"": ""180"", ""calories_per_container"": ""890"", ""total_fat_per_serving"": ""9g"", ""saturated_fat_per_serving"": ""6g"", ""trans_fat_per_serving"": ""0g"", ""cholesterol_per_serving"": ""0mg"", ""sodium_per_serving"": ""75mg"", ""total_carbohydrate_per_serving"": ""22g"", ""dietary_fiber_per_serving"": ""0g"", ""total_sugars_per_serving"": ""16g"", ""added_sugars_per_serving"": ""13g"", ""protein_per_serving"": ""2g"", ""vitamin_d_per_serving"": ""0mcg"", ""calcium_per_serving"": ""50mg"", ""iron_per_serving"": ""0.8mg"", ""potassium_per_serving"": ""100mg""}",withheld_for_review,US-retailer-1,unhealthy,frozen-desserts,~280 g,own-photography,,yes
038000492761,00038000492761,UPC-A,Thick & Fluffy Original Waffles,Eggo,"[""Enriched flour (wheat flour, niacin, reduced iron, vitamin B1 [thiamin mononitrate], vitamin B2 [riboflavin], folic acid)"", ""water"", ""vegetable oil (soybean, palm, canola and/or cottonseed)"", ""sugar"", ""leavening (baking soda, sodium aluminum phosphate, monocalcium phosphate)"", ""salt"", ""fructose"", ""eggs"", ""whey"", ""vanilla beans"", ""vanilla extract"", ""soy lecithin"", ""Calcium carbonate"", ""iron"", ""vitamin A palmitate"", ""vitamin B6 (pyridoxine hydrochloride)"", ""vitamin B12""]","{""servings_per_container"": ""6"", ""serving_size"": ""1 Waffle (55g)"", ""calories"": ""160"", ""total_fat"": ""7g"", ""saturated_fat"": ""2g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""260mg"", ""total_carbohydrate"": ""23g"", ""dietary_fiber"": ""<1g"", ""total_sugars"": ""6g"", ""added_sugars"": ""6g"", ""protein"": ""3g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""260mg"", ""iron"": ""3.6mg"", ""potassium"": ""30mg"", ""vitamin_a"": ""20%"", ""niacin"": ""10%"", ""vitamin_b6"": ""10%"", ""folate"": ""55mcg DFE (30mcg Folic Acid)"", ""vitamin_b12"": ""10%"", ""phosphorus"": ""10%""}",withheld_for_review,US-retailer-1,better-for-you,frozen-cakes-and-pastries,~330 g,own-photography,,yes
040000579816,00040000579816,UPC-A,Peanut Butter Chocolate Candies,M&M's,"[""MILK CHOCOLATE (SUGAR, COCOA BUTTER, CHOCOLATE, MILK, LACTOSE, PEANUTS, MILKFAT, SOY LECITHIN, SALT, NATURAL FLAVOR)"", ""SUGAR"", ""PEANUT BUTTER (PARTIALLY DEFATTED PEANUTS, PALM OIL)"", ""HYDROGENATED PALM KERNEL OIL AND/OR VEGETABLE OIL (PALM AND SUNFLOWER OILS)"", ""CORNSTARCH"", ""DEXTROSE"", ""CORN SYRUP"", ""NATURAL FLAVOR"", ""SALT"", ""DEXTRIN"", ""BLUE 1 LAKE"", ""RED 40"", ""YELLOW 6"", ""YELLOW 5"", ""BLUE 1"", ""RED 40 LAKE"", ""YELLOW 6 LAKE"", ""YELLOW 5 LAKE"", ""BLUE 2 LAKE"", ""BLUE 2"", ""CARNAUBA WAX"", ""PROPYL GALLATE TO MAINTAIN FRESHNESS"", ""GUM ACACIA""]","{""serving_size"": ""1 oz (28g/about 16 pieces)"", ""servings_per_container"": ""9"", ""calories"": ""150"", ""total_fat"": ""8g"", ""saturated_fat"": ""5g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""60mg"", ""total_carbohydrate"": ""16g"", ""dietary_fiber"": ""1g"", ""total_sugars"": ""14g"", ""added_sugars"": ""13g"", ""protein"": ""3g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""0mg"", ""iron"": ""0mg"", ""potassium"": ""100mg""}",withheld_for_review,US-retailer-1,unhealthy,candy-chocolate-bars,9.0 oz,own-photography,,yes
034000463848,00034000463848,UPC-A,Reese's Miniature Cups Milk Chocolate & Peanut Butter,Reese's,"[""Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Milk Fat, Lactose, Lecithin (Soy), PGPR)"", ""Peanuts"", ""Sugar"", ""Dextrose"", ""Salt"", ""TBHQ & Citric Acid (To Maintain Freshness)""]","{""serving_size"": ""3 pieces (26g)"", ""servings_per_container"": ""about 10"", ""calories"": ""130"", ""total_fat"": ""7g"", ""saturated_fat"": ""3g"", ""trans_fat"": ""0g"", ""cholesterol"": ""<5mg"", ""sodium"": ""70mg"", ""total_carbohydrate"": ""16g"", ""dietary_fiber"": ""<1g"", ""total_sugars"": ""14g"", ""added_sugars"": ""13g"", ""protein"": ""2g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""20mg"", ""iron"": ""0.7mg"", ""potassium"": ""85mg""}",withheld_for_review,US-retailer-1,better-for-you,chocolate-candies,~260 g,own-photography,,yes
709586514856,00709586514856,UPC-A,Strawberry Lemon Prebiotic Soda,poppi,"[""Sparkling Water"", ""Cassava Root Fiber"", ""Organic Cane Sugar"", ""Organic Apple Cider Vinegar"", ""Natural Flavors"", ""Lemon Juice*"", ""Strawberry Juice*"", ""Organic Agave Inulin"", ""Stevia Leaf Extract"", ""*Concentrate""]","{""serving_size"": ""1 Can (12 fl oz)"", ""calories"": ""30"", ""total_fat"": ""0g"", ""sodium"": ""0mg"", ""total_carbohydrate"": ""9g"", ""dietary_fiber"": ""3g"", ""total_sugars"": ""5g"", ""added_sugars"": ""4g"", ""protein"": ""0g""}",withheld_for_review,US-retailer-1,better-for-you,Probiotic Soda,355 ml / 12oz,own-photography,,yes
016571952679,00016571952679,UPC-A,Grape Raspberry Flavored Sparkling Water,Sparkling Ice,"[""CARBONATED WATER"", ""RASPBERRY JUICE CONCENTRATE"", ""APPLE JUICE CONCENTRATE"", ""FRUIT AND VEGETABLE JUICE (FOR COLOR)"", ""NATURAL FLAVORS"", ""GREEN TEA EXTRACT"", ""D-ALPHA-TOCOPHERYL ACETATE (VITAMIN E)"", ""NIACINAMIDE (VITAMIN B3)"", ""CALCIUM PANTOTHENATE (VITAMIN B5)"", ""PYRIDOXINE HYDROCHLORIDE (VITAMIN B6)"", ""BIOTIN"", ""CYANOCOBALAMIN (VITAMIN B12)"", ""SUCRALOSE"", ""CITRIC ACID"", ""TARTARIC ACID"", ""GUM ARABIC"", ""ESTER GUM"", ""POTASSIUM BENZOATE (TO ENSURE FRESHNESS)""]","{""serving_size"": ""1 Bottle"", ""calories"": ""5"", ""total_fat"": ""0g"", ""sodium"": ""0mg"", ""total_carbohydrate"": ""0g"", ""protein"": ""0g"", ""vitamin_e"": ""15%"", ""niacin"": ""15%"", ""biotin"": ""15%"", ""vitamin_b6"": ""15%"", ""vitamin_b12"": ""15%"", ""pantothenic_acid"": ""15%""}",withheld_for_review,US-retailer-1,better-for-you,artificially-sweetened-beverages,17 fl oz,own-photography,,yes
070847012474,00070847012474,UPC-A,Monster Energy Zero Ultra,Monster Energy,"[""CARBONATED WATER"", ""CITRIC ACID"", ""ERYTHRITOL"", ""TAURINE"", ""SODIUM CITRATE"", ""NATURAL & ARTIFICIAL FLAVORS"", ""PANAX GINSENG FLAVOR"", ""L-CARNITINE L-TARTRATE"", ""CAFFEINE"", ""SUCRALOSE"", ""SORBIC ACID (PRESERVATIVE)"", ""BENZOIC ACID (PRESERVATIVE)"", ""NIACINAMIDE (VIT. B3)"", ""D-CALCIUM PANTOTHENATE (VIT. B5)"", ""ESTER GUM"", ""ACESULFAME POTASSIUM"", ""INOSITOL"", ""PYRIDOXINE HYDROCHLORIDE (VIT. B6)"", ""CYANOCOBALAMIN (VIT. B12)""]","{""serving_size"": ""1 can"", ""calories"": ""10"", ""total_fat"": ""0g"", ""sodium"": ""380mg"", ""total_carbohydrate"": ""6g"", ""total_sugars"": ""0g"", ""includes_added_sugars"": ""0g"", ""erythritol"": ""2g"", ""protein"": ""0g"", ""niacin"": ""250%"", ""vitamin_b6"": ""240%"", ""vitamin_b12"": ""490%"", ""pantothenic_acid"": ""400%""}",withheld_for_review,US-retailer-1,better-for-you,energy-drinks,1 can (16 oz),own-photography,,yes
898999010007,00898999010007,UPC-A,Coconut Water The Original,Vita Coco,"[""COCONUT WATER"", ""LESS THAN 1% SUGAR"", ""ASCORBIC ACID (VITAMIN C)""]","{""serving_size"": ""8 FL OZ (240 mL)"", ""servings_per_container"": ""About 2"", ""calories_per_serving"": ""45"", ""calories_per_container"": ""90"", ""total_fat_per_serving"": ""0g"", ""saturated_fat_per_serving"": ""0g"", ""trans_fat_per_serving"": ""0g"", ""cholesterol_per_serving"": ""0mg"", ""sodium_per_serving"": ""70mg"", ""total_carbohydrate_per_serving"": ""11g"", ""dietary_fiber_per_serving"": ""0g"", ""total_sugars_per_serving"": ""11g"", ""added_sugars_per_serving"": ""1g"", ""protein_per_serving"": ""0g"", ""vitamin_d_per_serving"": ""0mcg"", ""calcium_per_serving"": ""29mg"", ""iron_per_serving"": ""0mg"", ""potassium_per_serving"": ""470mg"", ""vitamin_c_per_serving"": ""43mg"", ""phosphorus_per_serving"": ""24mg"", ""magnesium_per_serving"": ""19mg""}",withheld_for_review,US-retailer-1,healthy,coconut-waters,500 ml,own-photography,,yes
049000061017,00049000061017,UPC-A,Coca-Cola Original Taste,Coca-Cola,"[""CARBONATED WATER"", ""HIGH FRUCTOSE CORN SYRUP"", ""CARAMEL COLOR"", ""PHOSPHORIC ACID"", ""NATURAL FLAVORS"", ""CAFFEINE""]","{""serving_size"": ""1 Can"", ""calories"": ""90"", ""total_fat"": ""0g"", ""sodium"": ""30mg"", ""total_carbohydrate"": ""25g"", ""total_sugars"": ""25g"", ""added_sugars"": ""25g"", ""protein"": ""0g""}",withheld_for_review,US-retailer-1,unhealthy,sweetened-beverages,45 fl oz,own-photography,,yes
084114901903,00084114901903,UPC-A,Air Fried Jalapeño,Kettle Brand,"[""POTATOES"", ""VEGETABLE OIL (CANOLA, SAFFLOWER AND/OR SUNFLOWER)"", ""SALT"", ""SUGAR"", ""ONION POWDER"", ""SPICES"", ""TORULA YEAST"", ""YEAST EXTRACT"", ""GARLIC POWDER"", ""JALAPE\u00d1O PEPPER POWDER"", ""NATURAL FLAVORS"", ""PARSLEY""]","{""serving_size"": ""1 oz / About 13 Chips (28g)"", ""servings_per_container"": ""About 7"", ""calories"": ""130"", ""total_fat"": ""6g"", ""saturated_fat"": ""0g"", ""trans_fat"": ""0g"", ""polyunsaturated_fat"": ""1g"", ""monounsaturated_fat"": ""4g"", ""cholesterol"": ""0mg"", ""sodium"": ""220mg"", ""total_carbohydrate"": ""18g"", ""dietary_fiber"": ""1g"", ""total_sugars"": ""1g"", ""includes_added_sugars"": ""1g"", ""protein"": ""2g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""10mg"", ""iron"": ""0.5mg"", ""potassium"": ""330mg""}",withheld_for_review,US-retailer-1,better-for-you,potato-crisps,~196 g,own-photography,,yes
028400183833,00028400183833,UPC-A,Baked Barbecue Flavored Potato Chips,Lay's,"[""DRIED POTATOES"", ""OLIVE OIL"", ""CORN STARCH"", ""SUGAR"", ""SALT"", ""SOY LECITHIN"", ""ONION POWDER"", ""BROWN SUGAR"", ""MOLASSES"", ""DEXTROSE"", ""SPICES"", ""FRUCTOSE"", ""GARLIC POWDER"", ""TOMATO POWDER"", ""YEAST"", ""NATURAL FLAVORS (CONTAINS MILK)"", ""PAPRIKA EXTRACT (COLOR)"", ""ANNATTO EXTRACT (COLOR)""]","{""serving_size"": ""About 16 crisps (28g)"", ""servings_per_container"": ""About 6"", ""calories"": ""130"", ""total_fat"": ""5g"", ""saturated_fat"": ""0.5g"", ""trans_fat"": ""0g"", ""polyunsaturated_fat"": ""0.5g"", ""monounsaturated_fat"": ""3.5g"", ""cholesterol"": ""0mg"", ""sodium"": ""140mg"", ""total_carbohydrate"": ""20g"", ""dietary_fiber"": ""1g"", ""total_sugars"": ""2g"", ""added_sugars"": ""2g"", ""protein"": ""2g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""10mg"", ""iron"": ""0.3mg"", ""potassium"": ""240mg""}",withheld_for_review,US-retailer-1,better-for-you,crisps-made-from-reconstituted-potato,~168 g,own-photography,,yes
044000058395,00044000058395,UPC-A,Gluten Free Three Cheese Rice & Cheese Snacks,Good Thins,"[""WHOLE GRAIN BROWN RICE FLOUR"", ""TAPIOCA STARCH"", ""SUGAR"", ""PARMESAN CHEESE POWDER (PASTEURIZED MILK, SALT, CHEESE CULTURE, ENZYMES)"", ""HIGH OLEIC SAFFLOWER OIL"", ""SALT"", ""WHEY"", ""WHITE RICE FLOUR"", ""CREAM"", ""BUTTERMILK"", ""CHEDDAR CHEESE POWDER (PASTEURIZED MILK, SALT, CHEESE CULTURE, ENZYMES)"", ""NONFAT MILK"", ""ONION POWDER"", ""NATURAL FLAVOR"", ""GOUDA CHEESE POWDER (PASTEURIZED MILK, SALT, CHEESE CULTURE, ENZYMES)""]","{""serving_size"": ""17 pieces (30g)"", ""servings_per_container"": ""about 3.5"", ""calories"": ""130"", ""total_fat"": ""3g"", ""saturated_fat"": ""1g"", ""trans_fat"": ""0g"", ""cholesterol"": ""less than 5mg"", ""sodium"": ""180mg"", ""total_carbohydrate"": ""23g"", ""dietary_fiber"": ""less than 1g"", ""total_sugars"": ""3g"", ""added_sugars"": ""2g"", ""protein"": ""3g"", ""vitamin_d"": ""0.2mcg"", ""calcium"": ""40mg"", ""iron"": ""0.4mg"", ""potassium"": ""60mg""}",withheld_for_review,US-retailer-1,better-for-you,snacks,~105 g,own-photography,,yes
079893162492,00079893162492,UPC-A,White Corn Tortilla Chips with Sea Salt,O Organics,"[""ORGANIC WHITE CORN FLOUR"", ""ORGANIC VEGETABLE OIL (SUNFLOWER, SAFFLOWER, CANOLA AND/OR SOYBEAN)"", ""SEA SALT""]","{""servings_per_container"": ""About 8"", ""serving_size"": ""1 oz (28g/14 chips)"", ""calories"": ""140"", ""total_fat"": ""7g"", ""saturated_fat"": ""0.5g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""65mg"", ""total_carbohydrate"": ""16g"", ""dietary_fiber"": ""1g"", ""total_sugars"": ""0g"", ""added_sugars"": ""0g"", ""protein"": ""2g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""20mg"", ""iron"": ""0.4mg"", ""potassium"": ""60mg""}",withheld_for_review,US-retailer-1,healthy,corn-chips,~224 g,own-photography,,yes
028400070980,00028400070980,UPC-A,Salsa Con Queso Medium,Tostitos,"[""WATER"", ""SKIM MILK"", ""MONTEREY JACK CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES)"", ""VEGETABLE OIL (CORN, SUNFLOWER, AND/OR CANOLA OIL)"", ""MODIFIED FOOD STARCH"", ""DICED TOMATOES IN TOMATO JUICE"", ""JALAPE\u00d1O PEPPERS"", ""CHILE PEPPERS"", ""RED BELL PEPPERS"", ""MALTODEXTRIN (MADE FROM CORN)"", ""SALT"", ""NATURAL FLAVORS"", ""SODIUM HEXAMETAPHOSPHATE"", ""MONOSODIUM GLUTAMATE"", ""DATEM"", ""SODIUM PHOSPHATE"", ""SPICE"", ""ARTIFICIAL COLOR (YELLOW 5, YELLOW 6)""]","{""serving_size"": ""2 Tbsp (34g)"", ""servings_per_container"": ""About 13"", ""calories"": ""40"", ""total_fat"": ""2.5g"", ""saturated_fat"": ""1g"", ""trans_fat"": ""0g"", ""cholesterol"": ""less than 5mg"", ""sodium"": ""280mg"", ""total_carbohydrate"": ""5g"", ""dietary_fiber"": ""less than 1g"", ""total_sugars"": ""less than 1g"", ""added_sugars"": ""0g"", ""protein"": ""less than 1g"", ""vitamin_d"": ""0% DV"", ""calcium"": ""2% DV"", ""iron"": ""0% DV"", ""potassium"": ""0% DV""}",withheld_for_review,US-retailer-1,better-for-you,Salsas para mojar,15 oz (425.2 g),own-photography,,yes
076410906102,00076410906102,UPC-A,Toast Chee Peanut Butter Sandwich Crackers,Lance,"[""Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid)"", ""Peanut Butter (Roasted Peanuts)"", ""Vegetable Oils (Soybean, Palm and/or Canola)"", ""Dextrose"", ""Sugar"", ""Salt"", ""Corn Syrup"", ""Leavening (Monocalcium Phosphate, Sodium Bicarbonate, Ammonium Bicarbonate)"", ""Cheddar Cheese (Milk, Cultures, Salt, Enzymes)"", ""Yellow 6"", ""Soy Lecithin"", ""Whey (Milk)""]","{""serving_size"": ""1 Pack (43g)"", ""servings_per_container"": ""10"", ""calories"": ""220"", ""total_fat"": ""11g"", ""saturated_fat"": ""2.5g"", ""trans_fat"": ""0g"", ""polyunsaturated_fat"": ""4g"", ""monounsaturated_fat"": ""4.5g"", ""cholesterol"": ""0mg"", ""sodium"": ""330mg"", ""total_carbohydrate"": ""25g"", ""dietary_fiber"": ""< 1g"", ""total_sugars"": ""5g"", ""added_sugars"": ""3g"", ""protein"": ""5g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""50mg"", ""iron"": ""1.4mg"", ""potassium"": ""80mg""}",withheld_for_review,US-retailer-1,better-for-you,Crackers,~430 g,own-photography,,yes
028400798372,00028400798372,UPC-A,Doritos Protein Nacho Cheese Flavored Tortilla Chips,Doritos,"[""MILK PROTEIN (CASEIN)"", ""VEGETABLE OIL (CORN, CANOLA, SOYBEAN, AND/OR SUNFLOWER OIL)"", ""CORN"", ""RICE FLOUR"", ""CORN STARCH"", ""CHEDDAR CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES)"", ""SALT"", ""OAT FIBER"", ""NATURAL FLAVORS"", ""WHEY"", ""POTASSIUM SALT"", ""BUTTERMILK"", ""ROMANO CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES)"", ""WHEY PROTEIN CONCENTRATE"", ""ONION POWDER"", ""TOMATO POWDER"", ""CORN SYRUP SOLIDS"", ""SPICES"", ""CITRIC ACID"", ""GARLIC POWDER"", ""LACTIC ACID"", ""YEAST EXTRACT"", ""RED AND GREEN BELL PEPPERS"", ""SUGAR"", ""PAPRIKA EXTRACT (COLOR)"", ""VEGETABLE JUICE (COLOR)"", ""AND ANNATTO EXTRACT (COLOR)""]","{""serving_size"": ""About 10 chips (28g)"", ""servings_per_container"": ""7"", ""calories"": ""150"", ""total_fat"": ""8g"", ""saturated_fat"": ""1.5g"", ""trans_fat"": ""0g"", ""cholesterol"": ""less than 5mg"", ""sodium"": ""150mg"", ""total_carbohydrate"": ""8g"", ""dietary_fiber"": ""1g"", ""total_sugars"": ""0g"", ""protein"": ""10g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""380mg"", ""iron"": ""0.2mg"", ""potassium"": ""120mg""}",withheld_for_review,US-retailer-1,better-for-you,crisps-made-from-reconstituted-potato,7 oz,own-photography,,yes
021130306985,00021130306985,UPC-A,Fig Bars Original,Signature SELECT,"[""ENRICHED BLEACHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID)"", ""HIGH FRUCTOSE CORN SYRUP"", ""FIGS"", ""CORN SYRUP"", ""SUGAR"", ""DEXTROSE"", ""PALM OIL"", ""YELLOW CORN FLOUR"", ""WHOLE WHEAT FLOUR"", ""SALT"", ""BAKING SODA"", ""PRESERVATIVES (POTASSIUM SORBATE, SODIUM BENZOATE [MOLD INHIBITOR])"", ""CARAMEL COLOR"", ""SOY LECITHIN"", ""CITRIC ACID"", ""NATURAL FLAVOR"", ""ORANGE OIL"", ""ANNATTO (COLOR)""]","{""serving_size"": ""2 cookies (28g)"", ""servings_per_container"": ""About 14"", ""calories"": ""100"", ""total_fat"": ""2g"", ""saturated_fat"": ""1g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""110mg"", ""total_carbohydrate"": ""20g"", ""dietary_fiber"": ""1g"", ""total_sugars"": ""11g"", ""added_sugars"": ""9g"", ""protein"": ""1g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""10mg"", ""iron"": ""0.5mg"", ""potassium"": ""50mg""}",withheld_for_review,US-retailer-1,unhealthy,snacks,~392 g,own-photography,,yes
044000060114,00044000060114,UPC-A,Chocolate Sandwich Cookies,OREO,"[""UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID)"", ""SUGAR"", ""PALM OIL"", ""SOYBEAN AND/OR CANOLA OIL"", ""COCOA (PROCESSED WITH ALKALI)"", ""HIGH FRUCTOSE CORN SYRUP"", ""LEAVENING (BAKING SODA AND/OR CALCIUM PHOSPHATE)"", ""SALT"", ""SOY LECITHIN"", ""CHOCOLATE"", ""ARTIFICIAL FLAVOR""]","{""serving_size"": ""3 cookies (34g)"", ""servings_per_container"": ""about 11"", ""calories"": ""160"", ""total_fat"": ""7g"", ""saturated_fat"": ""2g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""130mg"", ""total_carbohydrate"": ""25g"", ""dietary_fiber"": ""less than 1g"", ""total_sugars"": ""14g"", ""added_sugars"": ""13g"", ""protein"": ""1g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""10mg"", ""iron"": ""1.4mg"", ""potassium"": ""50mg""}",withheld_for_review,US-retailer-1,unhealthy,biscuit-cookie-vitamins-content-guaranteed,13.29 oz,own-photography,,yes
021130377084,00021130377084,UPC-A,Naturally & Artificially Flavored Cheese Balls,Signature SELECT,"[""CORN MEAL"", ""VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CANOLA, CORN, COTTONSEED, SAFFLOWER, SOYBEAN, SUNFLOWER)"", ""CHEESE SEASONING (WHEY, CORN STARCH, CHEDDAR CHEESE [PASTEURIZED MILK, SALT, ANNATTO EXTRACT, CHEESE CULTURE, ENZYMES], MALTODEXTRIN, SALT, BUTTER [CREAM, WATER, SALT], NATURAL AND ARTIFICIAL FLAVOR, BUTTERMILK, MONOSODIUM GLUTAMATE, YELLOW #5, YELLOW #6, YELLOW LAKE #5)""]","{""serving_size"": ""1 oz (28g/about 48 balls)"", ""servings_per_container"": ""13"", ""calories"": ""140"", ""total_fat"": ""7g"", ""saturated_fat"": ""2g"", ""trans_fat"": ""0g"", ""cholesterol"": ""0mg"", ""sodium"": ""320mg"", ""total_carbohydrate"": ""17g"", ""dietary_fiber"": ""0g"", ""total_sugars"": ""3g"", ""includes_added_sugars"": ""0g"", ""protein"": ""2g"", ""vitamin_d"": ""0mcg"", ""calcium"": ""30mg"", ""iron"": ""0.2mg"", ""potassium"": ""90mg""}",withheld_for_review,US-retailer-1,better-for-you,cheese-puffs,~364 g,own-photography,,yes
02289106,00000002289106,UPC-E,Extra Peppermint Sugarfree Gum,Wrigley's Extra,"[""Sorbitol"", ""Gum Base"", ""Glycerol"", ""Natural and Artificial Flavors"", ""Hydrogenated Starch Hydrolysate"", ""Aspartame"", ""Mannitol"", ""Acesulfame K"", ""Soy Lecithin"", ""BHT (To Maintain Freshness)"", ""Blue 1 Lake""]","{""serving_size"": ""1 stick (2.5g)"", ""servings_per_container"": ""15"", ""calories"": ""5"", ""total_fat"": ""0g"", ""sodium"": ""0mg"", ""total_carbohydrate"": ""2g"", ""total_sugars"": ""0g"", ""includes_added_sugars"": ""0g"", ""sugar_alcohols"": ""2g"", ""protein"": ""0g""}",withheld_for_review,US-retailer-1,better-for-you,sugar-free-chewing-gum,15 sticks,own-photography,,yes
643843716686,00643843716686,UPC-A,Café Latte Protein Shake,Premier Protein,"[""Water"", ""Milk Protein Concentrate†"", ""Calcium Caseinate†"", ""Contains less than 1% of Cocoa Powder (processed with alkali)"", ""High Oleic Sunflower Oil"", ""Natural and Artificial Flavors"", ""Coffee Extract"", ""Caffeine"", ""Inulin"", ""Cellulose Gel and Cellulose Gum"", ""Salt"", ""Sucralose"", ""Acesulfame Potassium"", ""Carrageenan"", ""Tripotassium Phosphate"", ""Dipotassium Phosphate"", ""Sodium Hexametaphosphate"", ""Vitamin and Mineral Blend (Dl-alpha-tocopheryl Acetate [Vitamin E], Zinc Glycinate Chelate, Ferric Orthophosphate, Vitamin A Palmitate, Niacinamide, Phytonadione [Vitamin K1], Potassium Iodide, Cholecalciferol [Vitamin D3], Copper Gluconate, Calcium D-Pantothenate, Manganese Sulfate, Sodium Selenite, Biotin, Sodium Molybdate, Folic Acid, Thiamine Mononitrate [Vitamin B1], Cyanocobalamin [Vitamin B12], Pyridoxine Hydrochloride [Vitamin B6], Riboflavin [Vitamin B2], Chromium Polynicotinate)"", ""Magnesium Phosphate"", ""Sodium Ascorbate""]","{""serving_size"": ""1 portion (325.308 g)"", ""calories"": ""160"", ""total_fat"": ""3g"", ""saturated_fat"": ""1g"", ""trans_fat"": ""0g"", ""cholesterol"": ""65.1mg"", ""sodium"": ""846mg"", ""total_carbohydrate"": ""4g"", ""dietary_fiber"": ""3.25g"", ""total_sugars"": ""1g"", ""added_sugars"": ""0g"", ""protein"": ""30g"", ""vitamin_d"": ""19.5mcg"", ""calcium"": ""350mg"", ""iron"": ""1.8mg"", ""potassium"": ""260mg""}",withheld_for_review,Walmart,unhealthy,protein-shakes,11fl oz,openfoodfacts,https://world.openfoodfacts.org/product/643843716686,yes
